DATAFLOW,FREQ,REF_AREA,DATA_TYPE,MEASURE,SEX,AGE,EDU_LEV_HIGHEST,LABOUR_PROFESS_STATUS_B,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_MEASURE,NOTE_SEX,NOTE_AGE,NOTE_EDU_LEV_HIGHEST,NOTE_LABOUR_PROFESS_STATUS_B,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:83_85_DF_DCCV_AVQ_PERSONE1_226(1.0),A,ITE1,11_ALC_NFUORI,HSC,9,Y_GE11,99,99,2025,32.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_226(1.0),A,ITE2,11_ALC_NFUORI,HSC,9,Y_GE11,99,99,2023,30,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_226(1.0),A,ITE2,11_ALC_NFUORI,HSC,9,Y_GE11,99,99,2024,32.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_226(1.0),A,ITE2,11_ALC_NFUORI,HSC,9,Y_GE11,99,99,2025,33.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_226(1.0),A,ITE3,11_ALC_NFUORI,HSC,9,Y_GE11,99,99,2023,32.3,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_226(1.0),A,ITE3,11_ALC_NFUORI,HSC,9,Y_GE11,99,99,2024,29.9,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_226(1.0),A,ITE3,11_ALC_NFUORI,HSC,9,Y_GE11,99,99,2025,33.3,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_226(1.0),A,ITE4,11_ALC_NFUORI,HSC,9,Y_GE11,99,99,2023,33.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_226(1.0),A,ITE4,11_ALC_NFUORI,HSC,9,Y_GE11,99,99,2024,32.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_226(1.0),A,ITE4,11_ALC_NFUORI,HSC,9,Y_GE11,99,99,2025,35.1,,,,,,,,,,,,,
